item_identifier,item_weight,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_age_category,item_fat_content_0,item_fat_content_1,item_fat_content_2,outlet_size_0,outlet_size_1,outlet_size_2,outlet_location_type_0,outlet_location_type_1,outlet_location_type_2,new_item_type_0,new_item_type_1,new_item_type_2,outlet_type_0,outlet_type_1,outlet_type_2,outlet_type_3,outlet_0,outlet_1,outlet_2,outlet_3,outlet_4,outlet_5,outlet_6,outlet_7,outlet_8,outlet_9,outlet_age_0,outlet_age_1,outlet_age_2,item_outlet_sales
FDG04,13.1,0.07802185,Frozen Foods,185.0898,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,43.25387844
FDV19,14.85,0.188298871,Fruits and Vegetables,162.2578,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,60.74972757
FDS55,12.85764518,0.376972145,Fruits and Vegetables,150.3734,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.23214438
FDM50,13,0.173390115,Canned,58.022,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29.98049366
DRF13,12.1,0.172572776,Soft Drinks,146.9444,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,39.95733224
FDJ48,11.3,0.237461268,Baking Goods,245.4118,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81.66589619
FDM20,10,0.196605208,Fruits and Vegetables,245.4144,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,84.29363914
FDP24,20.6,0.288396278,Baking Goods,121.0756,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41.18808566
FDC16,11.5,0.143408232,Dairy,86.054,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37.2137609
NCB42,11.8,0.092787941,Health and Hygiene,114.8492,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.28525714
FDN01,8.895,0.348110191,Breakfast,177.037,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.28295901
FDT34,9.3,0.417975911,Snack Foods,104.0964,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42.28875501
FDA52,12.85764518,0.357491801,Frozen Foods,177.037,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,67.73006718
NCC18,19.1,0.544714297,Household,171.8422,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32.16602555
NCR41,17.85,0.134632641,Health and Hygiene,94.9094,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27.59846373
FDX23,6.445,0.172799627,Baking Goods,94.1436,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.65838552
FDP39,12.65,0.34088584,Meat,53.5324,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20.38281629
NCH07,13.15,0.30438382,Household,157.8604,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,61.66887059
FDW47,12.85764518,0.284950934,Breads,121.7414,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.11868719
DRD13,15,0.221517907,Soft Drinks,61.9168,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27.69479373
FDR48,11.65,0.362484197,Baking Goods,151.9024,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.86350939
FDE17,20.1,0.257161484,Frozen Foods,152.2366,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.29376265
FDP60,17.35,0.257161484,Baking Goods,102.9016,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,43.85009008
FDD57,18.1,0.150087618,Fruits and Vegetables,95.0094,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,41.39769559
FDW13,8.5,0.404770245,Canned,51.3324,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.65203671
FDN24,14.1,0.336893366,Baking Goods,56.1956,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,36.94441771
FDJ34,11.8,0.306896535,Snack Foods,126.2704,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44.75183125
FDD46,6.035,0.37568399,Snack Foods,155.0998,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60.75520718
FDF46,12.85764518,0.404976712,Snack Foods,113.2834,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.99827077
NCE43,12.5,0.416102331,Household,168.4448,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.05545097
FDN27,20.85,0.198884429,Meat,116.8808,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28.64027933
FDW52,14,0.193857878,Frozen Foods,162.6526,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,65.38935387
DRH03,17.25,0.187254688,Dairy,92.412,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36.12434082
NCM29,11.5,0.13295867,Health and Hygiene,129.2626,OUT045,2002,Moderate outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41.29302362
FDR58,6.675,0.204906415,Snack Foods,93.2462,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38.48037422
FDY50,5.8,0.361878171,Dairy,90.3172,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36.58220879
FDE16,8.895,0.162765863,Frozen Foods,208.4954,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,79.06871695
NCE31,7.67,0.430268475,Household,32.9216,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24.26040395
FDE53,10.895,0.164117863,Frozen Foods,106.128,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17.87691249
DRK11,8.21,0.257161484,Hard Drinks,148.2392,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38.61854477
DRH13,8.575,0.154486501,Soft Drinks,107.128,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30.96372071
FDA11,7.75,0.208362566,Baking Goods,93.1436,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37.65838552
DRL35,12.85764518,0.174799734,Hard Drinks,41.877,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,33.54403077
DRF36,12.85764518,0.153176774,Soft Drinks,190.6846,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,97.7457416
FDI07,12.35,0.184260215,Meat,197.2426,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,54.46227134
FDI32,17.7,0.417406682,Fruits and Vegetables,117.1834,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.28878848
DRL60,8.52,0.164832002,Soft Drinks,151.0682,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42.77403886
NCY17,18.2,0.403813447,Health and Hygiene,43.3086,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27.53808635
DRH36,12.85764518,0.241752303,Soft Drinks,73.0696,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.95689807
FDX02,16,0.238849955,Dairy,225.9404,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36.74564464
FDG46,8.63,0.181551158,Snack Foods,115.0518,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36.96243498
FDM60,10.8,0.257161484,Baking Goods,40.7138,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.1528658
FDJ22,18.75,0.230272384,Snack Foods,192.5504,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45.92661973
FDU59,5.78,0.310332106,Breads,161.9552,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45.95560466
FDL38,13.8,0.121503033,Canned,90.7172,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,36.58220879
FDZ23,17.75,0.259704883,Baking Goods,184.724,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.96115233
FDX52,11.5,0.205362282,Frozen Foods,194.682,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48.13505999
NCB42,11.8,0.092620403,Health and Hygiene,117.6492,OUT045,2002,Moderate outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34.03662733
NCU18,15.1,0.23697238,Household,140.5496,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51.7865079
FDI32,12.85764518,0.552544475,Fruits and Vegetables,116.6834,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21.46470591
DRZ11,8.85,0.335516299,Soft Drinks,122.0388,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.12361399
NCL54,12.6,0.288482069,Household,174.5054,OUT017,2007,New outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51.25018049
FDS19,13.8,0.253367591,Fruits and Vegetables,75.8012,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33.74193237
DRB13,6.115,0.083995786,Soft Drinks,188.653,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,60.04420871
DRI51,17.25,0.265901914,Dairy,170.3764,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.53517737
FDS57,12.85764518,0.320844737,Snack Foods,142.047,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,52.15163468
FDT39,6.26,0.099438056,Meat,150.7366,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49.17505058
FDH48,13.5,0.318169328,Baking Goods,86.254,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.15705134
NCB18,19.6,0.262893423,Household,90.1514,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.04179175
FDR25,12.85764518,0.372620838,Canned,263.7884,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,36.39975275
FDV21,11.5,0.413582634,Snack Foods,126.3704,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62.2919128
DRH23,14.65,0.257161484,Hard Drinks,54.9614,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23.50774341
FDS52,8.89,0.074140515,Frozen Foods,102.8016,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.81219892
NCC31,8.02,0.182370724,Household,154.2972,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33.02393677
FDU03,18.7,0.303473103,Meat,183.3292,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44.79644182
FDG50,7.405,0.123675123,Canned,89.7146,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23.39417876
FDY31,5.98,0.208630293,Fruits and Vegetables,148.4418,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48.52080791
FDX39,12.85764518,0.222341175,Meat,209.7586,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,74.07782124
FDE46,12.85764518,0.166164671,Snack Foods,149.5366,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.58752529
NCN29,15.2,0.110186369,Health and Hygiene,48.7034,OUT045,2002,Moderate outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26.08539055
DRF13,12.1,0.173060157,Soft Drinks,146.3444,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,61.43089125
FDT46,12.85764518,0.232248391,Snack Foods,52.1008,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.113423929
FDS58,9.285,0.257161484,Snack Foods,161.5578,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,68.21492652
FDX52,12.85764518,0.271184572,Frozen Foods,192.282,OUT019,1985,old outlet,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.65105595
FDP27,8.155,0.447141903,Meat,188.453,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19.48091374
FDX44,9.3,0.207444802,Fruits and Vegetables,89.4172,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.05618299
DRO35,13.85,0.185931054,Hard Drinks,117.4492,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,56.95417105
FDC59,16.7,0.233965151,Starchy Foods,65.7168,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,32.96339788
FDB12,11.15,0.324763582,Baking Goods,105.8648,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,44.4233182
FDU26,16.7,0.206424071,Dairy,117.2782,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26.74077785
NCF30,17,0.356031353,Household,124.5362,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33.65302067
FDX20,7.365,0.206215506,Fruits and Vegetables,228.372,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,67.28625417
FDN02,16.5,0.27168693,Canned,207.2638,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,73.37342026
DRC27,13.8,0.311851922,Dairy,245.7802,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.67418897
FDZ38,12.85764518,0.11835857,Dairy,171.3422,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29.36342964
DRH25,18.7,0.156287364,Soft Drinks,52.9324,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.20641381
FDK21,7.905,0.100061576,Snack Foods,250.4408,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,54.80957581
FDT01,13.65,0.429481133,Canned,211.4902,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,63.52490693
FDZ09,17.6,0.324101874,Snack Foods,163.8868,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.78484741
DRL37,15.5,0.231494263,Soft Drinks,44.177,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.15705134
FDN49,17.25,0.354590719,Breakfast,41.748,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.13294025
FDC22,6.89,0.369736494,Snack Foods,194.882,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,66.63997299
FDT33,7.81,0.184740683,Snack Foods,165.1158,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42.87509534
NCB43,20.2,0.316732248,Household,188.6898,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,58.03116749
DRI25,12.85764518,0.183677089,Soft Drinks,56.6614,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,24.65512928
FDD21,10.3,0.174840582,Fruits and Vegetables,113.1176,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,68.52168708
FDS23,4.635,0.375316493,Breads,126.4994,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40.87165521
FDS13,6.465,0.456505986,Canned,265.2884,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.2784643
DRI03,12.85764518,0.19937712,Dairy,176.9028,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26.61599519
FDU58,6.61,0.257161484,Snack Foods,186.4898,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,54.7123094
FDL09,12.85764518,0.356953847,Snack Foods,167.4816,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,31.72837216
FDS12,9.1,0.539850678,Baking Goods,126.8362,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11.21767356
FDP03,5.15,0.247237072,Meat,122.5388,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.2747607
FDI21,12.85764518,0.237336717,Snack Foods,63.9168,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,39.97399154
FDW45,18,0.197512,Snack Foods,147.7418,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,64.18699557
NCA18,10.1,0.306369649,Household,115.9492,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.22164249
FDN32,12.85764518,0.124438804,Fruits and Vegetables,185.6266,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,70.5657013
FDR15,12.85764518,0.182417285,Meat,153.8314,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,61.01764991
DRK11,8.21,0.103832355,Hard Drinks,149.9392,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,44.0319157
DRG49,7.81,0.260250036,Soft Drinks,242.6486,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46.89496135
FDD29,12.15,0.135685353,Frozen Foods,252.1698,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,47.78104436
FDE33,19.35,0.288235713,Fruits and Vegetables,80.3644,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.53510271
FDJ58,15.6,0.41981429,Snack Foods,173.6764,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22.70086342
FDM46,7.365,0.400270598,Snack Foods,93.512,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40.96115233
FDD23,9.5,0.220627115,Starchy Foods,187.7898,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45.36505042
DRM35,12.85764518,0.264770514,Hard Drinks,179.4344,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,76.73548853
DRC25,5.73,0.213440111,Soft Drinks,85.3882,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.89321663
FDL36,15.1,0.276032177,Baking Goods,89.783,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,47.40332267
FDD41,6.765,0.295275275,Frozen Foods,105.5306,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39.59746204
FDV19,14.85,0.187914481,Fruits and Vegetables,160.9578,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,69.38107811
